"Year","Algeria","Argentina","Armenia","Australia","Austria","Azerbaijan","Bahamas","Belarus","Belgium","Brazil","Bulgaria","Burundi","Cameroon","Canada","Chile","China","Chinese Taipei","Colombia","Costa Rica","Croatia","Cuba","Czech Republic","Denmark","Dominican Republic","Ecuador","Egypt","Estonia","Ethiopia","Finland","France","Georgia","Germany","Greece","Hungary","India","Indonesia","Iran","Ireland","Israel","Italy","Jamaica","Japan","Kazakhstan","Kenya","Latvia","Lithuania","Luxembourg","Mexico","Mongolia","Morocco","Mozambique","Netherlands","New Zealand","Nigeria","North Korea","Norway","Pakistan","Panama","Peru","Poland","Portugal","Romania","Russia","Serbia","Slovakia","Slovenia","South Africa","South Korea","Spain","Suriname","Sweden","Switzerland","Syria","Thailand","Trinidad and Tobago","Tunisia","Turkey","Uganda","Ukraine","United Arab Emirates","United States","Uruguay","Uzbekistan","Venezuela","Zimbabwe"
"2012",1,1,,7,,2,1,2,,3,,,,1,,38,,1,,3,5,4,2,1,,,,3,,11,1,11,,8,,,4,1,,8,4,7,7,2,1,2,,1,,,,6,6,,4,2,,,,2,,2,24,1,,1,3,13,3,,1,2,,,1,1,2,1,6,,46,,1,1,

Medals won at the summer Olympic games

